Age,Gender,Department,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,EnvironmentSatisfaction,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PerformanceRating,Education,Attrition
29,Female,Sales,Laboratory Technician,Single,13183,5,4,4,1,3,No,Travel_Rarely,25,7,2,3,3,3,No
20,Male,Research & Development,Sales Representative,Married,18178,2,3,3,3,4,No,Travel_Frequently,29,8,1,1,3,1,No
18,Male,Sales,Research Scientist,Divorced,4153,5,2,2,2,4,Yes,Travel_Rarely,14,6,6,2,3,4,No
50,Male,Research & Development,Sales Representative,Married,6599,10,4,4,2,1,No,Travel_Rarely,19,8,4,1,3,1,No
57,Female,Research & Development,Research Scientist,Married,18870,5,2,4,2,1,Yes,Travel_Rarely,3,0,1,0,3,1,Yes
27,Male,Sales,Healthcare Representative,Married,13739,5,3,3,1,1,No,Travel_Rarely,17,8,2,2,4,4,No
60,Male,Research & Development,Sales Representative,Single,4228,7,1,2,4,2,No,Travel_Rarely,14,2,4,2,3,4,No
46,Male,Research & Development,Laboratory Technician,Single,13096,5,4,4,1,4,No,Travel_Rarely,10,5,1,3,3,3,No
30,Female,Research & Development,Manufacturing Director,Married,9613,7,1,1,2,3,No,Travel_Rarely,13,7,3,3,3,5,No
29,Male,Sales,Sales Executive,Married,16214,3,2,2,1,4,Yes,Travel_Rarely,22,2,6,3,3,1,No
48,Female,Sales,Laboratory Technician,Married,13601,3,2,4,1,3,No,Travel_Frequently,4,3,3,3,4,2,No
19,Male,Research & Development,Human Resources,Single,13545,6,1,3,2,2,Yes,Travel_Rarely,11,6,0,0,3,3,No
52,Male,Sales,Healthcare Representative,Married,14825,4,3,4,1,4,Yes,Travel_Frequently,15,6,5,3,3,3,No
40,Male,Sales,Research Director,Single,5156,4,3,1,3,3,No,Travel_Rarely,15,3,2,1,3,5,No
34,Male,Sales,Research Scientist,Single,16088,2,4,2,1,3,No,Travel_Frequently,24,8,5,2,3,5,Yes
43,Female,Research & Development,Laboratory Technician,Single,8340,2,4,4,1,1,No,Travel_Frequently,2,2,5,0,3,1,No
25,Male,Sales,Sales Representative,Married,18222,3,3,1,4,2,No,Travel_Rarely,11,7,1,0,3,3,No
46,Male,Research & Development,Manufacturing Director,Single,5142,4,3,4,4,4,No,Travel_Rarely,2,7,0,2,3,3,No
43,Male,Sales,Human Resources,Single,10878,6,1,4,2,1,No,Travel_Rarely,23,3,2,2,3,2,No
27,Female,Research & Development,Sales Representative,Married,4644,4,2,2,2,2,No,Non-Travel,29,6,3,2,3,1,Yes
43,Male,Sales,Sales Executive,Married,12196,5,2,3,4,1,Yes,Travel_Rarely,5,3,5,0,3,1,No
51,Male,Research & Development,Manufacturing Director,Married,19282,4,4,3,3,4,No,Travel_Rarely,13,0,1,1,3,5,No
58,Male,Research & Development,Manager,Married,15798,5,3,1,1,3,Yes,Travel_Rarely,1,0,5,1,3,1,No
24,Female,Research & Development,Manager,Divorced,15061,8,1,1,3,4,No,Non-Travel,7,0,4,2,3,2,No
21,Male,Sales,Manager,Single,4893,4,4,1,3,2,No,Travel_Rarely,7,1,3,0,4,1,No
28,Female,Research & Development,Healthcare Representative,Single,13522,2,1,2,4,4,No,Travel_Rarely,10,5,5,3,3,4,No
46,Male,Sales,Laboratory Technician,Married,13445,2,3,3,2,2,No,Travel_Rarely,6,9,4,0,3,4,No
53,Male,Research & Development,Research Scientist,Single,16883,3,3,1,1,1,Yes,Non-Travel,20,4,4,2,3,2,No
42,Male,Sales,Laboratory Technician,Married,2788,6,3,1,2,2,No,Travel_Rarely,12,1,1,0,4,5,No
38,Male,Research & Development,Human Resources,Married,8246,4,2,4,3,3,No,Travel_Rarely,13,7,1,0,3,3,Yes
53,Female,Sales,Laboratory Technician,Divorced,18135,3,3,4,3,3,No,Travel_Rarely,24,8,4,0,4,1,No
27,Male,Sales,Laboratory Technician,Divorced,17933,4,4,1,2,3,No,Travel_Rarely,28,6,0,3,3,5,No
54,Male,Research & Development,Sales Executive,Divorced,3482,3,2,4,2,1,No,Non-Travel,11,8,5,2,3,5,Yes
26,Female,Human Resources,Research Scientist,Single,7426,8,1,4,4,2,No,Travel_Rarely,18,3,4,2,3,1,Yes
41,Male,Research & Development,Laboratory Technician,Divorced,9224,4,4,4,2,1,No,Travel_Rarely,2,6,4,2,3,3,No
52,Male,Research & Development,Research Scientist,Single,14657,8,4,2,2,4,Yes,Travel_Frequently,16,4,1,1,3,1,Yes
52,Female,Research & Development,Research Director,Married,13955,4,1,1,4,4,Yes,Non-Travel,2,4,5,1,3,3,No
53,Male,Research & Development,Manager,Married,19117,4,2,1,2,4,No,Travel_Rarely,19,2,2,2,4,2,No
35,Female,Sales,Sales Representative,Single,13225,1,4,4,3,4,Yes,Travel_Rarely,6,8,3,0,3,3,No
56,Male,Sales,Sales Executive,Married,3780,3,4,2,2,3,No,Travel_Frequently,1,9,1,0,3,5,Yes
49,Male,Research & Development,Manager,Single,17322,8,4,4,1,2,No,Travel_Rarely,11,4,5,2,3,2,No
41,Male,Research & Development,Research Scientist,Single,10784,6,2,2,3,3,No,Non-Travel,18,5,5,3,3,4,Yes
40,Female,Research & Development,Manager,Divorced,18975,6,2,1,4,2,No,Non-Travel,10,2,6,3,3,2,No
49,Male,Research & Development,Laboratory Technician,Single,17683,9,2,4,3,2,Yes,Travel_Rarely,18,9,0,0,3,3,Yes
54,Male,Research & Development,Sales Representative,Single,7190,4,4,1,4,1,No,Non-Travel,28,6,3,0,3,2,No
29,Female,Research & Development,Laboratory Technician,Married,3407,3,3,2,1,4,No,Travel_Rarely,1,8,1,1,3,2,No
30,Male,Research & Development,Human Resources,Divorced,8373,8,1,3,1,2,No,Travel_Rarely,19,8,1,3,3,4,No
40,Female,Sales,Laboratory Technician,Single,19168,3,3,2,3,4,Yes,Travel_Rarely,16,9,2,0,3,3,Yes
42,Male,Research & Development,Sales Representative,Married,7576,2,2,3,2,4,No,Non-Travel,26,9,6,0,3,5,No
52,Male,Research & Development,Manufacturing Director,Divorced,5476,2,4,1,3,4,Yes,Travel_Rarely,7,4,6,2,4,2,No
58,Male,Human Resources,Research Director,Single,5180,7,4,1,3,3,No,Travel_Rarely,15,6,0,1,3,1,No
47,Male,Research & Development,Research Scientist,Single,10511,5,3,4,1,4,Yes,Non-Travel,29,2,6,3,3,5,No
34,Female,Research & Development,Research Director,Married,10582,6,3,3,4,2,No,Travel_Rarely,1,5,0,3,3,2,No
37,Female,Sales,Human Resources,Married,19234,5,1,2,3,3,No,Travel_Rarely,23,7,5,1,4,5,Yes
42,Female,Sales,Research Director,Married,15797,9,4,1,2,4,Yes,Travel_Frequently,21,7,5,0,3,1,Yes
39,Female,Research & Development,Manager,Single,8142,4,3,3,1,1,Yes,Travel_Frequently,9,1,1,3,3,5,No
30,Male,Research & Development,Sales Executive,Divorced,19143,5,1,2,3,4,No,Non-Travel,2,5,2,3,3,5,No
36,Female,Research & Development,Sales Representative,Divorced,7859,7,2,3,3,4,Yes,Non-Travel,17,6,1,3,4,1,Yes
53,Female,Research & Development,Sales Executive,Single,10684,3,3,2,2,3,No,Travel_Rarely,25,6,6,2,3,1,Yes
29,Male,Sales,Sales Representative,Single,7455,8,2,2,3,2,No,Travel_Rarely,24,2,4,1,3,1,No
58,Male,Research & Development,Research Scientist,Divorced,13891,5,1,2,3,4,No,Travel_Rarely,10,8,5,3,3,4,Yes
36,Female,Sales,Research Director,Married,17051,5,2,2,3,3,No,Travel_Rarely,6,1,4,1,4,1,Yes
29,Male,Research & Development,Research Scientist,Married,2326,2,4,3,3,3,Yes,Travel_Rarely,5,2,6,0,3,5,No
26,Female,Research & Development,Laboratory Technician,Married,5024,8,4,3,2,2,No,Travel_Frequently,8,1,2,1,3,1,No
24,Male,Sales,Laboratory Technician,Married,16869,9,2,4,3,3,Yes,Travel_Rarely,8,8,1,2,4,2,No
45,Male,Research & Development,Sales Executive,Married,13336,3,4,3,3,2,No,Travel_Rarely,5,3,5,2,3,1,No
31,Male,Human Resources,Healthcare Representative,Single,15347,4,1,3,3,1,No,Travel_Rarely,12,1,2,1,3,1,No
48,Male,Sales,Healthcare Representative,Single,3563,4,4,4,1,4,No,Travel_Rarely,7,2,1,2,3,3,No
36,Male,Research & Development,Healthcare Representative,Divorced,10512,4,2,3,2,3,Yes,Travel_Rarely,13,3,1,3,4,5,Yes
33,Male,Research & Development,Human Resources,Married,7597,9,2,2,1,1,No,Travel_Rarely,13,9,4,2,3,5,No
22,Male,Research & Development,Manager,Married,11008,5,2,1,1,3,No,Travel_Rarely,17,5,3,0,4,2,No
52,Female,Human Resources,Manager,Divorced,6909,6,3,1,2,3,No,Travel_Rarely,4,4,6,1,3,4,No
29,Male,Research & Development,Laboratory Technician,Married,18300,7,2,4,1,1,No,Travel_Frequently,18,2,0,1,3,3,No
42,Female,Research & Development,Healthcare Representative,Single,4233,11,1,3,1,3,No,Travel_Frequently,10,9,5,0,3,2,No
38,Male,Research & Development,Sales Representative,Divorced,18767,10,4,3,1,3,Yes,Travel_Rarely,3,7,0,0,3,2,No
53,Female,Research & Development,Laboratory Technician,Married,5967,7,4,4,2,1,No,Travel_Frequently,12,7,2,0,4,5,No
40,Female,Research & Development,Research Scientist,Single,19573,4,3,1,3,3,No,Travel_Rarely,1,6,0,0,3,3,No
33,Male,Research & Development,Healthcare Representative,Married,10157,5,3,2,4,2,No,Travel_Rarely,27,2,4,3,3,5,No
56,Female,Research & Development,Laboratory Technician,Married,7954,4,1,3,4,3,No,Travel_Rarely,11,0,3,2,3,4,No
59,Male,Research & Development,Healthcare Representative,Divorced,10720,5,2,4,2,4,Yes,Travel_Rarely,18,4,5,2,3,5,No
56,Male,Research & Development,Human Resources,Single,18962,6,3,2,4,3,No,Travel_Frequently,13,0,6,3,3,1,No
31,Female,Research & Development,Sales Executive,Single,2013,6,4,4,2,4,No,Travel_Rarely,17,5,1,0,3,5,Yes
48,Male,Sales,Manufacturing Director,Married,5562,0,3,4,2,4,Yes,Non-Travel,8,6,1,1,3,1,Yes
22,Male,Sales,Healthcare Representative,Married,15199,4,3,4,4,3,No,Travel_Rarely,20,4,6,1,3,2,No
52,Male,Research & Development,Research Scientist,Married,11568,4,2,1,1,1,No,Travel_Rarely,19,3,4,1,3,4,No
40,Female,Research & Development,Research Scientist,Married,12440,7,3,1,3,2,No,Non-Travel,17,1,5,0,3,1,No
46,Female,Research & Development,Sales Executive,Married,8531,9,1,4,4,2,No,Travel_Rarely,2,4,0,3,3,4,No
60,Male,Research & Development,Research Director,Single,7591,3,4,3,4,3,No,Travel_Rarely,3,8,6,3,3,5,Yes
28,Female,Human Resources,Research Scientist,Married,17622,3,2,2,4,1,Yes,Travel_Rarely,3,3,1,3,4,5,No
35,Female,Sales,Laboratory Technician,Single,10583,4,4,3,4,1,No,Travel_Rarely,6,1,0,2,3,2,No
29,Female,Human Resources,Research Scientist,Divorced,15421,3,1,1,2,2,No,Travel_Rarely,10,5,4,2,3,5,No
26,Male,Sales,Manufacturing Director,Single,17819,5,1,2,2,1,No,Travel_Rarely,24,7,1,2,3,1,No
27,Female,Research & Development,Sales Executive,Married,4520,7,3,4,3,3,No,Travel_Rarely,22,1,2,2,3,2,No
34,Female,Research & Development,Laboratory Technician,Single,10705,2,3,3,3,3,No,Travel_Rarely,18,8,3,1,3,4,Yes
55,Male,Research & Development,Healthcare Representative,Married,10927,8,3,3,4,1,Yes,Travel_Rarely,18,6,0,1,3,2,No
24,Female,Sales,Sales Executive,Single,18185,5,4,4,4,3,Yes,Travel_Rarely,14,1,6,3,3,4,No
30,Male,Sales,Manufacturing Director,Married,8168,6,1,3,4,4,No,Travel_Rarely,16,4,5,2,3,3,No
57,Male,Research & Development,Manager,Single,15856,4,2,1,3,2,No,Travel_Rarely,7,4,0,3,4,1,No
59,Female,Research & Development,Manufacturing Director,Married,14036,5,3,4,4,3,No,Travel_Rarely,1,6,0,0,4,1,No
26,Female,Human Resources,Sales Representative,Married,16251,9,4,3,1,1,No,Travel_Rarely,17,4,0,2,3,4,No
44,Male,Research & Development,Sales Representative,Married,19101,3,3,4,3,2,No,Travel_Rarely,23,5,6,2,3,5,Yes
19,Male,Human Resources,Manager,Married,12233,4,1,2,1,3,No,Travel_Rarely,25,8,4,3,3,5,No
22,Female,Sales,Human Resources,Married,17325,5,2,4,4,2,No,Travel_Rarely,5,2,4,3,3,3,No
46,Female,Sales,Research Scientist,Married,1889,4,1,3,2,1,No,Travel_Rarely,27,2,5,0,3,4,No
54,Female,Research & Development,Research Director,Divorced,19893,3,4,1,1,4,No,Travel_Rarely,1,7,4,3,3,3,No
55,Female,Research & Development,Research Director,Married,12161,9,3,4,3,4,No,Travel_Rarely,21,9,6,2,3,4,No
36,Female,Research & Development,Manufacturing Director,Single,18169,4,1,4,1,3,Yes,Travel_Rarely,27,5,5,1,3,3,Yes
25,Male,Sales,Manager,Divorced,4841,5,4,3,3,4,No,Travel_Rarely,17,9,5,0,3,4,No
18,Female,Sales,Manager,Single,1905,4,3,1,4,3,No,Travel_Rarely,10,2,4,0,4,1,No
39,Male,Research & Development,Healthcare Representative,Married,10878,5,2,1,1,2,Yes,Travel_Rarely,12,1,1,2,3,3,No
34,Female,Research & Development,Sales Executive,Single,7890,5,1,2,2,3,Yes,Travel_Rarely,25,1,4,1,4,3,Yes
24,Male,Research & Development,Laboratory Technician,Married,7882,9,3,2,1,3,Yes,Non-Travel,20,1,1,3,3,4,No
42,Male,Research & Development,Sales Representative,Single,18818,5,3,3,2,3,No,Travel_Rarely,25,4,2,3,4,2,Yes
21,Female,Research & Development,Research Director,Divorced,3725,8,3,1,3,4,Yes,Travel_Frequently,2,4,4,1,3,2,No
53,Female,Research & Development,Research Scientist,Married,8717,5,3,1,4,3,Yes,Travel_Frequently,23,0,2,1,3,1,No
23,Female,Research & Development,Laboratory Technician,Married,2352,2,1,2,4,1,No,Travel_Rarely,16,1,4,2,3,5,No
48,Female,Research & Development,Manufacturing Director,Single,5711,3,3,2,2,3,No,Travel_Rarely,15,1,2,3,3,5,No
36,Male,Human Resources,Healthcare Representative,Married,5189,2,4,3,3,2,Yes,Travel_Rarely,28,3,3,2,3,1,No
56,Female,Research & Development,Laboratory Technician,Married,15429,5,1,1,4,1,No,Travel_Rarely,13,6,2,3,3,5,No
44,Male,Research & Development,Healthcare Representative,Married,4230,3,3,4,3,2,No,Travel_Rarely,18,2,1,3,3,4,No
27,Male,Research & Development,Research Director,Single,2258,3,1,2,2,2,No,Travel_Frequently,28,4,0,1,3,2,Yes
43,Male,Sales,Research Director,Married,15195,6,4,3,2,2,No,Travel_Frequently,20,8,5,2,3,1,No
36,Female,Research & Development,Research Scientist,Married,2007,6,4,1,1,1,Yes,Travel_Rarely,22,4,2,1,3,4,No
56,Female,Sales,Manager,Single,2699,6,1,1,4,1,No,Travel_Rarely,14,8,0,2,3,1,Yes
20,Female,Sales,Manufacturing Director,Single,13453,5,3,2,4,4,No,Travel_Rarely,18,0,6,3,4,2,No
30,Male,Sales,Human Resources,Married,18205,4,3,3,1,1,Yes,Travel_Frequently,2,8,3,0,3,5,Yes
45,Male,Sales,Research Scientist,Divorced,10401,2,4,4,2,3,No,Travel_Frequently,2,4,3,0,3,4,Yes
37,Male,Research & Development,Research Director,Single,2694,6,3,2,2,2,No,Non-Travel,3,7,6,2,4,2,No
45,Male,Research & Development,Sales Executive,Married,2314,5,4,3,2,4,No,Travel_Rarely,5,4,6,2,3,1,No
25,Male,Research & Development,Manager,Single,5909,4,3,1,2,1,No,Travel_Rarely,25,5,6,1,3,3,No
58,Female,Research & Development,Sales Executive,Married,15058,4,4,4,3,2,No,Travel_Rarely,16,7,1,3,3,4,No
56,Female,Research & Development,Research Scientist,Married,17113,4,2,3,4,1,No,Travel_Rarely,22,1,6,0,3,1,No
18,Male,Research & Development,Laboratory Technician,Single,17149,7,3,4,4,4,No,Non-Travel,15,2,1,1,3,1,No
20,Male,Research & Development,Human Resources,Married,8979,4,3,3,2,1,No,Non-Travel,12,8,2,2,3,2,No
30,Female,Research & Development,Healthcare Representative,Divorced,12126,5,3,3,2,1,No,Travel_Rarely,9,4,4,3,3,1,No
45,Female,Research & Development,Research Scientist,Divorced,13587,4,1,3,2,2,No,Travel_Rarely,26,4,6,1,3,4,No
42,Female,Sales,Healthcare Representative,Single,3360,3,3,3,4,3,No,Travel_Rarely,14,8,6,1,3,4,No
50,Male,Research & Development,Healthcare Representative,Single,15412,6,1,4,4,1,No,Travel_Frequently,29,9,3,2,4,1,Yes
55,Male,Research & Development,Sales Executive,Divorced,19450,7,1,2,2,4,No,Travel_Rarely,21,2,0,3,3,2,No
23,Female,Research & Development,Laboratory Technician,Single,6580,8,4,4,3,1,No,Travel_Rarely,16,3,4,0,4,4,No
49,Male,Research & Development,Healthcare Representative,Married,13694,3,1,3,1,1,No,Travel_Rarely,11,6,3,1,3,3,No
38,Female,Sales,Human Resources,Single,4156,3,1,4,1,3,Yes,Travel_Rarely,6,1,2,2,3,5,Yes
33,Male,Sales,Sales Executive,Married,6590,6,2,4,1,2,No,Non-Travel,10,7,6,1,3,2,No
38,Male,Human Resources,Research Director,Single,18490,3,3,4,4,4,Yes,Travel_Rarely,28,4,3,2,3,2,No
28,Female,Research & Development,Sales Executive,Divorced,11981,3,1,3,4,2,Yes,Travel_Rarely,8,0,1,2,3,5,No
54,Male,Sales,Human Resources,Divorced,8857,3,3,4,1,2,Yes,Travel_Rarely,16,2,0,2,3,5,No
53,Female,Sales,Manager,Single,17882,4,1,1,1,2,No,Travel_Rarely,3,8,0,3,3,4,No
52,Male,Research & Development,Sales Executive,Married,2461,4,4,3,3,1,No,Travel_Rarely,2,4,1,0,3,1,Yes
36,Female,Research & Development,Research Director,Married,6444,1,2,4,4,3,No,Travel_Rarely,16,7,6,3,3,1,Yes
37,Male,Research & Development,Healthcare Representative,Single,17511,5,1,1,4,1,No,Travel_Rarely,19,0,6,0,3,3,No
35,Male,Sales,Sales Representative,Married,4720,10,3,4,1,4,No,Travel_Frequently,9,6,4,2,3,1,No
58,Male,Sales,Sales Representative,Married,17802,4,4,2,3,3,No,Travel_Rarely,16,6,1,0,3,3,No
31,Female,Research & Development,Sales Representative,Single,15825,9,3,4,3,2,No,Travel_Rarely,22,7,6,3,3,3,No
32,Female,Research & Development,Manager,Single,10746,2,4,4,1,3,No,Travel_Rarely,26,2,0,1,3,2,No
48,Male,Sales,Research Director,Divorced,14532,5,2,2,1,4,No,Travel_Rarely,28,0,6,3,3,2,No
18,Male,Research & Development,Human Resources,Divorced,8036,9,4,3,4,1,No,Travel_Rarely,4,8,2,3,3,4,No
20,Female,Research & Development,Research Scientist,Married,18109,8,3,2,1,1,No,Travel_Frequently,10,0,6,3,3,5,No
33,Female,Research & Development,Sales Representative,Single,15318,2,3,3,2,2,No,Travel_Rarely,19,5,4,3,4,5,Yes
40,Female,Sales,Research Scientist,Married,2152,3,1,2,3,1,No,Travel_Rarely,13,8,5,3,3,3,No
28,Female,Research & Development,Manager,Single,8805,3,4,4,1,1,Yes,Travel_Rarely,18,1,3,0,3,5,Yes
29,Male,Human Resources,Research Scientist,Divorced,15836,4,3,4,2,4,No,Travel_Rarely,15,3,5,0,4,3,No
27,Male,Human Resources,Manager,Single,18342,2,1,3,3,3,No,Travel_Rarely,4,1,2,1,4,5,Yes
49,Male,Research & Development,Research Scientist,Married,2756,6,2,3,2,1,Yes,Travel_Rarely,9,3,5,3,4,4,No
33,Female,Research & Development,Sales Executive,Married,3871,2,3,1,2,4,No,Travel_Rarely,4,1,6,3,3,2,No
25,Male,Sales,Sales Representative,Married,10395,6,1,1,1,4,Yes,Travel_Rarely,29,0,4,1,3,2,Yes
55,Male,Research & Development,Laboratory Technician,Married,16940,5,3,4,3,2,No,Travel_Rarely,16,2,0,1,3,3,No
29,Female,Research & Development,Manufacturing Director,Married,14603,6,4,4,2,4,No,Travel_Rarely,28,7,0,2,4,5,No
41,Male,Research & Development,Manager,Married,5253,4,1,1,4,2,No,Travel_Rarely,21,4,2,1,3,1,Yes
45,Female,Research & Development,Healthcare Representative,Married,8475,3,4,1,3,1,No,Travel_Rarely,15,3,5,1,3,4,No
25,Female,Research & Development,Manufacturing Director,Single,2755,3,2,3,4,2,Yes,Travel_Rarely,24,4,4,1,4,5,Yes
45,Female,Human Resources,Human Resources,Married,8095,2,4,2,1,4,No,Non-Travel,2,5,3,2,3,1,No
53,Male,Sales,Manager,Divorced,17721,7,1,3,4,3,Yes,Travel_Rarely,28,5,6,0,3,4,Yes
43,Male,Sales,Manager,Single,19896,3,3,1,3,3,No,Travel_Rarely,27,4,5,2,3,4,Yes
25,Female,Research & Development,Research Scientist,Single,17082,7,1,4,2,1,No,Travel_Rarely,14,5,5,0,3,2,No
45,Male,Sales,Manager,Married,6503,3,4,1,2,1,No,Non-Travel,3,8,3,1,3,3,No
45,Male,Research & Development,Sales Representative,Single,8363,4,4,4,3,3,No,Non-Travel,22,4,1,2,3,5,No
54,Female,Sales,Research Director,Married,13803,4,3,4,2,2,No,Travel_Rarely,28,5,6,2,4,4,Yes
58,Male,Research & Development,Research Director,Married,12617,6,2,4,4,1,No,Travel_Rarely,23,3,2,0,3,5,No
53,Female,Research & Development,Human Resources,Married,12971,4,1,4,2,4,No,Non-Travel,4,2,6,2,3,4,No
44,Female,Sales,Laboratory Technician,Single,14382,2,3,2,2,1,Yes,Travel_Rarely,1,5,4,2,4,2,Yes
34,Male,Sales,Sales Representative,Married,14001,5,3,1,4,2,No,Travel_Rarely,23,4,2,3,3,3,No
26,Male,Research & Development,Sales Representative,Married,19578,5,3,3,4,1,Yes,Travel_Frequently,28,3,3,0,3,1,Yes
50,Male,Research & Development,Sales Executive,Divorced,14273,4,1,4,4,4,Yes,Travel_Rarely,9,4,4,2,3,1,No
37,Male,Research & Development,Research Director,Single,11261,6,1,4,1,4,Yes,Travel_Rarely,17,6,0,2,3,2,No
30,Female,Research & Development,Manufacturing Director,Married,17396,5,1,3,4,4,No,Travel_Frequently,14,0,0,1,3,4,No
45,Male,Research & Development,Healthcare Representative,Divorced,2329,2,2,3,4,2,No,Travel_Rarely,17,0,6,3,3,2,Yes
46,Male,Research & Development,Manager,Married,14565,4,3,4,1,2,No,Travel_Rarely,1,0,4,3,4,3,No
30,Female,Sales,Laboratory Technician,Married,15710,4,4,3,2,4,No,Travel_Rarely,10,1,2,1,3,1,No
52,Male,Research & Development,Healthcare Representative,Single,13361,6,4,3,4,4,Yes,Travel_Rarely,23,8,2,1,3,5,No
23,Male,Sales,Healthcare Representative,Divorced,10931,6,3,2,3,2,No,Travel_Rarely,16,4,0,1,3,1,No
35,Female,Research & Development,Sales Executive,Married,2325,6,4,3,4,2,No,Travel_Rarely,27,8,0,1,3,3,Yes
22,Male,Research & Development,Laboratory Technician,Divorced,18185,5,2,1,4,2,Yes,Travel_Rarely,25,4,3,3,3,4,No
42,Female,Research & Development,Laboratory Technician,Divorced,2174,6,2,1,1,3,No,Non-Travel,19,6,4,2,3,2,Yes
19,Female,Research & Development,Sales Executive,Married,13997,4,1,1,3,2,No,Travel_Rarely,24,5,2,2,4,1,No
27,Female,Research & Development,Sales Representative,Married,6448,8,1,4,2,4,No,Travel_Frequently,25,1,3,1,3,1,No
47,Female,Human Resources,Sales Executive,Single,4165,6,1,1,2,3,No,Travel_Frequently,3,2,2,0,3,5,Yes
22,Male,Research & Development,Sales Representative,Single,19709,2,1,2,3,2,No,Travel_Rarely,28,4,0,1,3,2,Yes
50,Female,Sales,Manufacturing Director,Married,3446,5,1,1,4,4,No,Travel_Rarely,12,3,4,2,3,5,Yes
18,Female,Research & Development,Human Resources,Married,1813,5,4,4,1,1,Yes,Travel_Frequently,3,5,1,0,3,5,Yes
35,Male,Sales,Sales Representative,Married,6399,9,4,2,3,3,No,Travel_Rarely,15,7,4,1,4,4,No
49,Male,Research & Development,Healthcare Representative,Married,4078,7,1,1,3,4,Yes,Travel_Rarely,17,7,5,0,3,1,No
28,Female,Research & Development,Sales Representative,Single,16096,3,2,2,2,1,No,Travel_Rarely,18,2,1,1,3,2,No
38,Male,Human Resources,Human Resources,Married,4955,9,4,2,1,4,No,Travel_Frequently,7,3,6,3,4,4,No
43,Female,Research & Development,Manager,Married,10121,6,2,4,3,2,No,Travel_Rarely,19,0,6,2,3,4,No
42,Female,Sales,Sales Executive,Married,5614,3,2,4,1,2,No,Travel_Rarely,7,1,3,1,4,4,No
39,Male,Research & Development,Manager,Divorced,14925,8,3,2,4,1,No,Travel_Rarely,5,8,1,0,3,3,Yes
44,Male,Sales,Sales Executive,Married,5016,4,3,1,2,2,No,Non-Travel,26,9,1,2,3,3,Yes
30,Male,Sales,Manufacturing Director,Married,3913,7,1,4,4,4,No,Travel_Rarely,8,9,3,1,3,4,No
50,Male,Research & Development,Research Director,Married,12038,10,2,2,1,1,No,Travel_Rarely,21,1,4,1,3,3,No
51,Male,Sales,Healthcare Representative,Single,15560,6,4,3,4,4,No,Travel_Rarely,16,5,3,1,3,2,Yes
58,Female,Research & Development,Healthcare Representative,Married,14388,6,3,3,2,4,Yes,Travel_Rarely,16,6,5,1,3,1,Yes
52,Female,Human Resources,Research Director,Married,5174,3,3,4,1,4,No,Travel_Rarely,19,5,0,3,3,2,No
18,Female,Research & Development,Research Director,Divorced,8230,4,2,1,3,2,No,Travel_Rarely,25,7,6,2,3,1,No
38,Female,Sales,Sales Executive,Married,13770,2,3,3,4,2,Yes,Travel_Rarely,15,8,0,3,4,3,No
23,Male,Research & Development,Healthcare Representative,Single,2429,6,3,3,2,4,No,Non-Travel,7,7,6,2,3,2,No
45,Female,Research & Development,Healthcare Representative,Married,18453,6,4,3,3,3,No,Travel_Rarely,5,4,1,1,3,5,No
34,Male,Research & Development,Research Director,Single,12631,5,2,1,2,4,No,Travel_Rarely,23,7,3,2,3,4,No
22,Male,Research & Development,Sales Executive,Single,7524,5,3,1,1,4,No,Travel_Frequently,11,9,3,0,3,1,Yes
48,Male,Research & Development,Sales Representative,Married,12883,5,2,4,1,1,No,Travel_Rarely,10,9,3,2,3,1,No
22,Male,Sales,Sales Representative,Married,14949,5,3,4,4,4,No,Travel_Rarely,25,8,5,0,3,5,Yes
55,Male,Human Resources,Human Resources,Single,11272,5,4,3,2,2,No,Travel_Frequently,21,7,5,0,4,5,Yes
20,Male,Human Resources,Research Scientist,Married,8076,2,2,1,2,1,Yes,Travel_Rarely,23,1,4,3,3,4,Yes
40,Male,Research & Development,Laboratory Technician,Married,17435,3,3,2,2,3,Yes,Travel_Rarely,27,1,2,2,3,3,Yes
54,Female,Sales,Manufacturing Director,Single,7695,1,4,3,1,1,No,Travel_Rarely,9,2,6,1,4,2,No
54,Male,Research & Development,Sales Executive,Married,15794,3,3,4,4,3,No,Travel_Rarely,1,6,2,2,4,2,No
27,Female,Research & Development,Sales Representative,Single,12352,3,2,1,2,1,Yes,Travel_Rarely,20,8,2,3,3,2,Yes
27,Male,Research & Development,Laboratory Technician,Married,18759,5,3,4,2,1,No,Travel_Frequently,1,7,6,0,3,3,No
36,Male,Research & Development,Laboratory Technician,Married,7899,6,2,4,3,3,Yes,Travel_Rarely,8,8,4,0,3,4,No
34,Male,Sales,Laboratory Technician,Married,11299,5,2,1,2,2,No,Travel_Rarely,3,5,3,3,3,2,No
38,Male,Research & Development,Research Director,Divorced,4978,4,3,3,4,2,Yes,Travel_Rarely,2,0,2,3,4,1,No
31,Female,Research & Development,Human Resources,Single,7916,5,4,1,3,2,Yes,Non-Travel,4,3,3,2,3,1,No
26,Male,Research & Development,Research Scientist,Married,17363,6,1,3,3,1,Yes,Non-Travel,27,5,1,0,3,1,Yes
